"DeviceID","Timestamp","State","WaterTemperature","WaterLevel"	
"CoffeeMachine","2022-12-06T09:26:14.896Z","Not Brewing","93.94755996963507","51"	
"CoffeeMachine","2022-12-06T09:26:16.897Z","Not Brewing","87.6716781470238","51"	
"CoffeeMachine","2022-12-06T09:26:18.900Z","Not Brewing","93.65751384194652","51"	
"CoffeeMachine","2022-12-06T09:26:20.904Z","Not Brewing","83.41280198936282","51"	
"CoffeeMachine","2022-12-06T09:26:22.912Z","Not Brewing","99.10045967450989","51"	
"CoffeeMachine","2022-12-06T09:26:24.913Z","Not Brewing","90.15789834631423","51"	
"CoffeeMachine","2022-12-06T09:26:26.922Z","Not Brewing","92.09418517271936","51"	
"CoffeeMachine","2022-12-06T09:26:28.924Z","Not Brewing","85.08327567817838","51"	
"CoffeeMachine","2022-12-06T09:26:30.928Z","Not Brewing","92.94905780239054","51"	
"CoffeeMachine","2022-12-06T09:26:32.932Z","Not Brewing","94.05470690957779","51"	
"CoffeeMachine","2022-12-06T09:26:34.934Z","Not Brewing","98.43126294852632","51"	
"CoffeeMachine","2022-12-06T09:26:36.945Z","Not Brewing","84.11076646836558","51"	
"CoffeeMachine","2022-12-06T09:26:38.948Z","Not Brewing","82.87273402968245","51"	
"CoffeeMachine","2022-12-06T09:26:40.961Z","Not Brewing","87.05855915330227","51"	
"CoffeeMachine","2022-12-06T09:26:42.969Z","Not Brewing","93.40626915006249","51"	
"CoffeeMachine","2022-12-06T09:26:44.977Z","Not Brewing","80.1066063401956","51"	
"CoffeeMachine","2022-12-06T09:26:46.980Z","Not Brewing","97.85057618022331","51"	
"CoffeeMachine","2022-12-06T09:26:48.991Z","Not Brewing","82.66414351034545","51"	
"CoffeeMachine","2022-12-06T09:26:51.004Z","Not Brewing","97.08376911270108","51"	
"CoffeeMachine","2022-12-06T09:26:53.016Z","Not Brewing","95.15200429856799","51"	
"CoffeeMachine","2022-12-06T09:26:55.030Z","Not Brewing","95.5083390872361","51"	
"CoffeeMachine","2022-12-06T09:26:57.040Z","Not Brewing","89.3570314414209","51"	
"CoffeeMachine","2022-12-06T09:26:59.049Z","Not Brewing","87.62288764898844","51"	
"CoffeeMachine","2022-12-06T09:27:01.054Z","Not Brewing","98.18056343944271","51"	
"CoffeeMachine","2022-12-06T09:27:03.069Z","Not Brewing","91.09496600136552","51"	
"CoffeeMachine","2022-12-06T09:27:05.073Z","Not Brewing","80.39838645304148","51"	
"CoffeeMachine","2022-12-06T09:27:07.080Z","Not Brewing","84.47444843474047","51"	
"CoffeeMachine","2022-12-06T09:27:09.094Z","Not Brewing","85.13696310679329","51"	
"CoffeeMachine","2022-12-06T09:27:11.106Z","Not Brewing","86.33077421740404","51"	
"CoffeeMachine","2022-12-06T09:27:13.118Z","Not Brewing","86.22370501985755","51"	
"CoffeeMachine","2022-12-06T09:27:15.125Z","Not Brewing","93.1785068258555","51"	
"CoffeeMachine","2022-12-06T09:27:17.127Z","Not Brewing","90.2093062332704","51"	
"CoffeeMachine","2022-12-06T09:27:19.129Z","Not Brewing","86.36256094506476","51"	
"CoffeeMachine","2022-12-06T09:27:21.134Z","Not Brewing","92.32159687591965","51"	
"CoffeeMachine","2022-12-06T09:27:23.138Z","Not Brewing","95.3297401312611","51"	
"CoffeeMachine","2022-12-06T09:27:25.140Z","Not Brewing","85.01014733390467","51"	
"CoffeeMachine","2022-12-06T09:27:27.147Z","Not Brewing","87.60186170536086","51"	
"CoffeeMachine","2022-12-06T09:27:29.153Z","Not Brewing","96.69669617764792","51"	
"CoffeeMachine","2022-12-06T09:27:31.156Z","Not Brewing","99.2666203007313","51"	
"CoffeeMachine","2022-12-06T09:27:33.163Z","Not Brewing","81.0793428028314","51"	
"CoffeeMachine","2022-12-06T09:27:35.165Z","Not Brewing","86.58719464308889","51"	
"CoffeeMachine","2022-12-06T09:27:37.173Z","Not Brewing","90.15185557719013","51"	
"CoffeeMachine","2022-12-06T09:27:39.176Z","Not Brewing","93.03130257343142","51"	
"CoffeeMachine","2022-12-06T09:27:41.197Z","Not Brewing","93.82640979976995","51"	
"CoffeeMachine","2022-12-06T09:27:43.202Z","Not Brewing","82.86920832991208","51"	
"CoffeeMachine","2022-12-06T09:27:45.205Z","Not Brewing","97.63650050374757","51"	
"CoffeeMachine","2022-12-06T09:27:47.206Z","Not Brewing","88.00962123565418","51"	
"CoffeeMachine","2022-12-06T09:27:49.215Z","Not Brewing","84.95009117201609","51"	
"CoffeeMachine","2022-12-06T09:27:51.226Z","Not Brewing","98.23731586954604","51"	
"CoffeeMachine","2022-12-06T09:27:53.237Z","Not Brewing","81.35725922370976","51"	
"CoffeeMachine","2022-12-06T09:27:55.238Z","Not Brewing","98.89123687410758","51"	
"CoffeeMachine","2022-12-06T09:27:57.241Z","Not Brewing","98.55004085115297","51"	
"CoffeeMachine","2022-12-06T09:27:59.255Z","Not Brewing","86.10016661386919","51"	
"CoffeeMachine","2022-12-06T09:28:01.262Z","Not Brewing","82.52761009381744","51"	
"CoffeeMachine","2022-12-06T09:28:03.270Z","Not Brewing","85.25979560901828","51"	
"CoffeeMachine","2022-12-06T09:28:05.271Z","Not Brewing","93.05098000930104","51"	
"CoffeeMachine","2022-12-06T09:28:07.284Z","Not Brewing","88.06736591379047","51"	
"CoffeeMachine","2022-12-06T09:28:09.285Z","Not Brewing","82.35340325458637","51"	
"CoffeeMachine","2022-12-06T09:28:11.285Z","Not Brewing","98.45183273261898","51"	
"CoffeeMachine","2022-12-06T09:28:13.293Z","Not Brewing","99.6845293955783","51"	
"CoffeeMachine","2022-12-06T09:28:15.305Z","Not Brewing","81.68271782172594","51"	
"CoffeeMachine","2022-12-06T09:28:17.309Z","Not Brewing","90.65714692778953","51"	
"CoffeeMachine","2022-12-06T09:28:19.309Z","Not Brewing","83.04543431017711","51"	
"CoffeeMachine","2022-12-06T09:28:21.318Z","Not Brewing","93.97580411698709","51"	
"CoffeeMachine","2022-12-06T09:28:23.325Z","Not Brewing","91.57504558745066","51"	
"CoffeeMachine","2022-12-06T09:28:25.336Z","Not Brewing","91.54001166566248","51"	
"CoffeeMachine","2022-12-06T09:28:27.347Z","Not Brewing","84.06727838857377","51"	
"CoffeeMachine","2022-12-06T09:28:29.356Z","Not Brewing","94.18484227882132","51"	
"CoffeeMachine","2022-12-06T09:28:31.360Z","Not Brewing","93.62398192272352","51"	
"CoffeeMachine","2022-12-06T09:28:33.368Z","Not Brewing","98.76205187132719","51"	
"CoffeeMachine","2022-12-06T09:28:35.381Z","Not Brewing","85.56207680571143","51"	
"CoffeeMachine","2022-12-06T09:28:37.384Z","Not Brewing","81.88126250179083","51"	
"CoffeeMachine","2022-12-06T09:28:39.399Z","Not Brewing","94.89645691158546","51"	
"CoffeeMachine","2022-12-06T09:28:41.413Z","Not Brewing","96.33825651927751","51"	
"CoffeeMachine","2022-12-06T09:28:43.426Z","Not Brewing","97.92739759162257","51"	
"CoffeeMachine","2022-12-06T09:28:45.440Z","Not Brewing","93.94347792610161","51"	
"CoffeeMachine","2022-12-06T09:28:47.446Z","Not Brewing","89.15157111487018","51"	
"CoffeeMachine","2022-12-06T09:28:49.448Z","Not Brewing","97.18081501022778","51"	
"CoffeeMachine","2022-12-06T09:28:51.455Z","Not Brewing","95.02257211600975","51"	
"CoffeeMachine","2022-12-06T09:28:53.463Z","Not Brewing","97.28992885838132","51"	
"CoffeeMachine","2022-12-06T09:28:55.476Z","Not Brewing","99.87447950417534","51"	
"CoffeeMachine","2022-12-06T09:28:57.486Z","Not Brewing","94.56322574303226","51"	
"CoffeeMachine","2022-12-06T09:28:59.494Z","Not Brewing","94.99438043573736","51"	
"CoffeeMachine","2022-12-06T09:29:01.498Z","Not Brewing","93.77088239188157","51"	
"CoffeeMachine","2022-12-06T09:29:03.523Z","Not Brewing","95.85879271238481","51"	
"CoffeeMachine","2022-12-06T09:29:05.527Z","Not Brewing","95.44912754579697","51"	
"CoffeeMachine","2022-12-06T09:29:07.528Z","Not Brewing","82.98753777039383","51"	
"CoffeeMachine","2022-12-06T09:29:09.532Z","Not Brewing","99.81204776189043","51"	
"CoffeeMachine","2022-12-06T09:29:11.539Z","Not Brewing","87.92411743460846","51"	
"CoffeeMachine","2022-12-06T09:29:13.539Z","Not Brewing","93.45901776757945","51"	
"CoffeeMachine","2022-12-06T09:29:15.543Z","Not Brewing","93.21550458683438","51"	
"CoffeeMachine","2022-12-06T09:29:17.548Z","Not Brewing","90.5860626970561","51"	
"CoffeeMachine","2022-12-06T09:29:19.555Z","Not Brewing","95.19988995183914","51"	
"CoffeeMachine","2022-12-06T09:29:21.560Z","Not Brewing","89.05845091267629","51"	
"CoffeeMachine","2022-12-06T09:29:23.562Z","Not Brewing","91.06979572635802","51"	
"CoffeeMachine","2022-12-06T09:29:25.565Z","Not Brewing","85.55153065637634","51"	
"CoffeeMachine","2022-12-06T09:29:27.571Z","Not Brewing","95.31282200243987","51"	
"CoffeeMachine","2022-12-06T09:29:29.576Z","Not Brewing","93.29855718848997","51"	
"CoffeeMachine","2022-12-06T09:29:31.582Z","Not Brewing","81.31167053199924","51"	
"CoffeeMachine","2022-12-06T09:29:33.588Z","Not Brewing","95.24983757875206","51"	
"CoffeeMachine","2022-12-06T09:29:35.593Z","Not Brewing","91.81884352813246","51"	
"CoffeeMachine","2022-12-06T09:29:37.595Z","Not Brewing","83.23750135510076","51"	
"CoffeeMachine","2022-12-06T09:29:39.608Z","Not Brewing","99.97054161185586","51"	
"CoffeeMachine","2022-12-06T09:29:41.620Z","Not Brewing","86.69683817161118","51"	
"CoffeeMachine","2022-12-06T09:29:43.635Z","Not Brewing","86.48819440203133","51"	
"CoffeeMachine","2022-12-06T09:29:45.640Z","Not Brewing","80.91600907083028","51"	
"CoffeeMachine","2022-12-06T09:29:47.647Z","Not Brewing","93.61644736488932","51"	
"CoffeeMachine","2022-12-06T09:29:49.652Z","Not Brewing","90.03817593265941","51"	
"CoffeeMachine","2022-12-06T09:29:51.655Z","Not Brewing","96.79914706561723","51"	
"CoffeeMachine","2022-12-06T09:29:53.663Z","Not Brewing","87.8062443860748","51"	
"CoffeeMachine","2022-12-06T09:29:55.671Z","Not Brewing","88.65906441797708","51"	
"CoffeeMachine","2022-12-06T09:29:57.684Z","Not Brewing","98.95720719925444","51"	
"CoffeeMachine","2022-12-06T09:29:59.700Z","Not Brewing","92.61555966957874","51"	
"CoffeeMachine","2022-12-06T09:30:01.720Z","Not Brewing","99.11555923003661","51"	
"CoffeeMachine","2022-12-06T09:30:03.735Z","Not Brewing","92.68482438794251","51"	
"CoffeeMachine","2022-12-06T09:30:05.735Z","Not Brewing","61.99287965377428","51"	
"CoffeeMachine","2022-12-06T09:30:07.746Z","Not Brewing","60.53336319557302","51"	
"CoffeeMachine","2022-12-06T09:30:09.752Z","Not Brewing","67.41470874961902","51"	
"CoffeeMachine","2022-12-06T09:30:11.754Z","Not Brewing","61.63506817854275","51"	
"CoffeeMachine","2022-12-06T09:30:13.760Z","Not Brewing","61.64824574362052","51"	
"CoffeeMachine","2022-12-06T09:30:15.762Z","Not Brewing","70.91966996146337","51"	
"CoffeeMachine","2022-12-06T09:30:17.772Z","Not Brewing","63.440205332225545","51"	
"CoffeeMachine","2022-12-06T09:30:19.776Z","Not Brewing","61.29904917840192","51"	
"CoffeeMachine","2022-12-06T09:30:21.781Z","Not Brewing","66.54538019966317","51"	
"CoffeeMachine","2022-12-06T09:30:23.782Z","Not Brewing","79.36904836951747","51"	
"CoffeeMachine","2022-12-06T09:30:25.810Z","Not Brewing","72.06031619065327","51"	
