"DeviceID","EpochTimestamp","Timestamp","State","WaterTemperature","AirHumidity"
"myDevice","1667829877254","2022-11-07T14:04:37.254Z","Not Brewing","94.429847162613214","74.985471901302418"
"myDevice","1667829875250","2022-11-07T14:04:35.25Z","Not Brewing","83.406182303740835","71.818159510435123"
"myDevice","1667829873243","2022-11-07T14:04:33.243Z","Not Brewing","90.40529674871695","78.992924513731481"
"myDevice","1667829871239","2022-11-07T14:04:31.239Z","Not Brewing","97.281912534131052","72.840468041984934"
"myDevice","1667829869233","2022-11-07T14:04:29.233Z","Not Brewing","80.62574146773494","67.734957778854309"
"myDevice","1667829867224","2022-11-07T14:04:27.224Z","Not Brewing","83.89581371061162","64.676670221482567"
"myDevice","1667829865222","2022-11-07T14:04:25.222Z","Not Brewing","83.7692216258028","73.168436875170613"
"myDevice","1667829863213","2022-11-07T14:04:23.213Z","Not Brewing","98.985738438966592","75.279841075319638"
"myDevice","1667829861201","2022-11-07T14:04:21.201Z","Not Brewing","93.967887566788434","70.4768950737376"
"myDevice","1667829859197","2022-11-07T14:04:19.197Z","Not Brewing","82.1656918376166","69.580564030424455"
"myDevice","1667829857189","2022-11-07T14:04:17.189Z","Not Brewing","89.434485607417727","71.711534452408387"
"myDevice","1667829855180","2022-11-07T14:04:15.18Z","Not Brewing","98.8928580790766","70.057483024699991"
"myDevice","1667829853165","2022-11-07T14:04:13.165Z","Not Brewing","87.355375147318583","66.168905644643914"
"myDevice","1667829851156","2022-11-07T14:04:11.156Z","Not Brewing","83.781451855839961","69.884284364587828"
"myDevice","1667829849144","2022-11-07T14:04:09.144Z","Not Brewing","80.905012456606826","77.164911496242681"
"myDevice","1667829847134","2022-11-07T14:04:07.134Z","Not Brewing","94.731699577934862","69.903086145457152"
"myDevice","1667829845124","2022-11-07T14:04:05.124Z","Not Brewing","94.622595277972167","77.49112327587676"
"myDevice","1667829843123","2022-11-07T14:04:03.123Z","Not Brewing","86.945047998664549","61.228297217413058"
"myDevice","1667829841115","2022-11-07T14:04:01.115Z","Not Brewing","82.744387960784152","64.5999430544806"
"myDevice","1667829839114","2022-11-07T14:03:59.114Z","Not Brewing","81.5710700674062","78.997437734753149"
"myDevice","1667829837109","2022-11-07T14:03:57.109Z","Not Brewing","89.171299588837","79.93838095359898"
"myDevice","1667829835107","2022-11-07T14:03:55.107Z","Not Brewing","84.340080425938879","70.4234961699578"
"myDevice","1667829833099","2022-11-07T14:03:53.099Z","Not Brewing","99.797739682892441","72.643466531905133"
"myDevice","1667829831089","2022-11-07T14:03:51.089Z","Not Brewing","89.6587571260992","74.982402975991846"
"myDevice","1667829829076","2022-11-07T14:03:49.076Z","Not Brewing","93.083903837696468","70.05532356455808"
"myDevice","1667829827070","2022-11-07T14:03:47.07Z","Not Brewing","92.324540680920236","65.664669486332315"
"myDevice","1667829825068","2022-11-07T14:03:45.068Z","Not Brewing","81.729764622368037","74.562797339268982"
"myDevice","1667829823061","2022-11-07T14:03:43.061Z","Not Brewing","85.4755419088243","64.775601048427987"
"myDevice","1667829821050","2022-11-07T14:03:41.05Z","Not Brewing","86.824199188314779","65.592815134283057"
"myDevice","1667829819039","2022-11-07T14:03:39.039Z","Not Brewing","96.50596051436321","75.242569620098763"
"myDevice","1667829817027","2022-11-07T14:03:37.027Z","Not Brewing","93.2858815295115","77.36247376575831"
"myDevice","1667829815019","2022-11-07T14:03:35.019Z","Not Brewing","96.602809508525311","62.07213616137912"
"myDevice","1667829813014","2022-11-07T14:03:33.014Z","Not Brewing","94.523150678532772","72.260521098582814"
"myDevice","1667829811005","2022-11-07T14:03:31.005Z","Not Brewing","99.896636151541486","67.11764660996478"
"myDevice","1667829808991","2022-11-07T14:03:28.991Z","Not Brewing","86.500552997669587","65.5305809846116"
"myDevice","1667829806984","2022-11-07T14:03:26.984Z","Not Brewing","96.576320453435315","74.5454813647602"
"myDevice","1667829804974","2022-11-07T14:03:24.974Z","Not Brewing","82.289426188785171","63.366458868955114"
"myDevice","1667829802963","2022-11-07T14:03:22.963Z","Not Brewing","88.829870353045223","70.0065811579679"
"myDevice","1667829800950","2022-11-07T14:03:20.95Z","Not Brewing","85.47157419831214","75.003124725322834"
"myDevice","1667829798941","2022-11-07T14:03:18.941Z","Not Brewing","95.879986265298683","67.657348930675155"
"myDevice","1667829796934","2022-11-07T14:03:16.934Z","Not Brewing","93.413947280117071","69.139674690839314"
"myDevice","1667829794927","2022-11-07T14:03:14.927Z","Not Brewing","85.04859291491718","73.987082555213661"
"myDevice","1667829792917","2022-11-07T14:03:12.917Z","Not Brewing","87.258198831619225","78.6984579968454"
"myDevice","1667829790908","2022-11-07T14:03:10.908Z","Not Brewing","90.382392040909508","72.7386270831251"
"myDevice","1667829788896","2022-11-07T14:03:08.896Z","Not Brewing","92.893034815916266","66.471724219296178"
"myDevice","1667829786884","2022-11-07T14:03:06.884Z","Not Brewing","80.857117021494957","68.7507126648646"
"myDevice","1667829784884","2022-11-07T14:03:04.884Z","Not Brewing","88.7703343192561","73.092894136925139"
"myDevice","1667829782878","2022-11-07T14:03:02.878Z","Not Brewing","97.077258814897291","62.290008185961753"
"myDevice","1667829780870","2022-11-07T14:03:00.87Z","Not Brewing","86.3787821213632","73.047439763785121"
"myDevice","1667829778867","2022-11-07T14:02:58.867Z","Not Brewing","91.9193779452444","60.621695749257142"
"myDevice","1667829776857","2022-11-07T14:02:56.857Z","Not Brewing","87.894799506198567","68.100516140947661"
"myDevice","1667829774855","2022-11-07T14:02:54.855Z","Not Brewing","88.060203689691946","65.195316476426882"
"myDevice","1667829772854","2022-11-07T14:02:52.854Z","Not Brewing","93.097233980574117","71.413325356546011"
"myDevice","1667829770850","2022-11-07T14:02:50.85Z","Not Brewing","81.258193381133623","73.829776713952555"
"myDevice","1667829768838","2022-11-07T14:02:48.838Z","Not Brewing","81.8035390168311","78.990593842161928"
"myDevice","1667829766825","2022-11-07T14:02:46.825Z","Not Brewing","88.253705538289267","70.683674123385742"
"myDevice","1667829764810","2022-11-07T14:02:44.81Z","Not Brewing","81.608173439994829","69.1400345644248"
"myDevice","1667829762801","2022-11-07T14:02:42.801Z","Not Brewing","81.491633479655647","79.758987524504818"
"myDevice","1667829760796","2022-11-07T14:02:40.796Z","Not Brewing","87.3211036529978","78.531696750346612"
"myDevice","1667829758792","2022-11-07T14:02:38.792Z","Not Brewing","93.890897613920444","69.892841502575877"
"myDevice","1667829756787","2022-11-07T14:02:36.787Z","Not Brewing","98.693593833463211","67.12421481777038"
"myDevice","1667829754776","2022-11-07T14:02:34.776Z","Not Brewing","81.755445083551024","77.082038642966609"
"myDevice","1667829752776","2022-11-07T14:02:32.776Z","Not Brewing","92.207056163261839","73.110308317879145"
"myDevice","1667829750766","2022-11-07T14:02:30.766Z","Not Brewing","93.109191448945438","76.285098913985081"
"myDevice","1667829748752","2022-11-07T14:02:28.752Z","Not Brewing","93.778577689843985","65.333528832150336"
"myDevice","1667829746743","2022-11-07T14:02:26.743Z","Not Brewing","88.00379590056761","66.342255699663482"
"myDevice","1667829744737","2022-11-07T14:02:24.737Z","Not Brewing","96.742924507448478","63.405441767247652"
"myDevice","1667829742726","2022-11-07T14:02:22.726Z","Not Brewing","92.7295491632639","79.035746839397092"
"myDevice","1667829740711","2022-11-07T14:02:20.711Z","Not Brewing","82.064607510806866","71.788407040794652"
"myDevice","1667829738700","2022-11-07T14:02:18.7Z","Not Brewing","81.795578661343981","65.919094656224473"
"myDevice","1667829736685","2022-11-07T14:02:16.685Z","Not Brewing","86.047279515030723","60.943813235657814"
"myDevice","1667829734675","2022-11-07T14:02:14.675Z","Not Brewing","91.410956969963991","65.288720913288387"
